Dinosaurus! (1960),,,,,,
Business as Usual (1988),,,,,,
Rough House, The (1917),,,,,
War of the Gargantuas, The (Furankenshutain no kaijû: Sanda tai Gaira) (1968),,,,,
Machine That Kills Bad People, The (La Macchina Ammazzacattivi) (1952),,,,,
Perfect Plan, A (Plan parfait, Un) (2012),,,,
Familie, En (2010),,,,,
Stone's Throw Away, A (A tiro de piedra) (2010),,,,,
Fighting Prince of Donegal, The (1966),,,,,
Year of the Jellyfish (L'année des méduses) (1984),,,,,,
King of Texas, The (2008),,,,,
One Lucky Elephant (2010),,,,,,
Racing Dreams (2009),,,,,,
Death on the Staircase (Soupçons) (2004),,,,,,
Fourth State, The (Die vierte Macht) (2012),,,,,
God's Puzzle (Kamisama no pazuru) (2008),,,,,,
Siberian Education (Educazione siberiana) (2013),,,,,,
Prodigal Son, The (Tuhlaajapoika) (1992),,,,,
Castle of Cloads, The (Pilvilinna) (1970),,,,,
Black Rose Ascension (Kurobara shôten) (1975),,,,,,
Lawless Street, A (Marshal of Medicine Bend) (1955),,,,,
Love Is All You Need (Den skaldede frisør) (2012),,,,,,
Adventure for Two (1943),,,,,,
Carne de gallina (Chicken Skin) (2002),,,,,,
Wolf Children (Okami kodomo no ame to yuki) (2012),,,,,,
All American Orgy (Cummings Farm) (2009),,,,,,
Eternal Return, The (L'éternel retour) (1943),,,,,
H-Man, The (Bijo to Ekitainingen) (1958),,,,,
Scary Movie 5 (Scary MoVie) (2013),,,,,,
Last Cowboy Standing (Skavabölen pojat) (2009),,,,,,
Before Your Eyes (Min Dit: The Children of Diyarbakir) (2009),,,,,,
Breaking Wind (2011),,,,,,
Taming of the Shrew, The (1980),,,,,
Bride Came C.O.D., The (1941),,,,,
Band Called Death, A (2012),,,,,
Erased (Expatriate, The) (2012),,,,,
All She Can (Benavides Born) (2011),,,,,,
Grandmaster, The (Yi dai zong shi) (2013),,,,,
Magnetic Monster, The (1953),,,,,
Black Camel, The (Charlie Chan in the Black Camel) (1931),,,,,
Angel from Texas, An (1940),,,,,
Three Degrees Colder (3° kälter) (2005),,,,,,
Numbers Station, The (2013),,,,,
Late Autumn (Man-choo) (2010),,,,,,
Late Great Planet Earth, The (1979),,,,,
Better Way to Die, A (2000),,,,,
Tunnel Rats (1968 Tunnel Rats) (2008),,,,,,
Successful Calamity, A (1932),,,,,
Mud (2012),,,,,,
Chariots of the Gods (Erinnerungen an die Zukunft) (1970),,,,,,
Tenth Man, The (1988),,,,,
Verlorene, Der (Lost One, The) (1951),,,,
Afflicted, The (2010),,,,,
Hardboiled Egg (Ovosodo) (1997),,,,,,
Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977),,,,
Number Two (Numéro deux) (1975),,,,,,
Tomorrow, the World! (1944),,,,,
Woman in the Fifth, The (Femme du Vème, La) (2011),,,,
How Much Wood Would a Woodchuck Chuck (Beobachtungen zu einer neuen Sprache) (1976),,,,,,
Hyenas (Hyènes) (1992),,,,,,
Sicily! (Sicilia!) (1999),,,,,,
Lesson Plan (2011) ,,,,,,
Seven Billiard Tables (Siete mesas de billar francés) (2007),,,,,,
Lady Terminator (Pembalasan ratu pantai selatan) (1989),,,,,,
Little Thief, The (La petite voleuse) (1988),,,,,
Blueprint for Murder, A (1953),,,,,
Affair of the Heart, An (2012),,,,,
Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki) (2013),,,,,
American Romance, An (1944),,,,,
Bliss (Mutluluk) (2007),,,,,,
Man with a Cloak, The (1951),,,,,
Flaying, The (El Bosque de los Sometidos) (2012),,,,,
Secret Six, The (1931),,,,,
Corsican File, The (L'enquête corse) (2004),,,,,
Zatoichi Meets Yojimbo (Zatôichi to Yôjinbô) (Zatôichi 20) (1970),,,,,,
Deep in the Valley (American Hot Babes) (2009),,,,,,
To Be King (Koning van Katoren) (2012),,,,,,
Tokyo Trial (Tokyo saiban) (1983),,,,,,
Harvest: 3,000 Years (Mirt Sost Shi Amit) (1976),,,,,
Sissi: The Young Empress (Sissi - Die Junge Kaiserin) (1956),,,,,,
180° South (180 Degrees South) (180° South: Conquerors of the Useless) (2010),,,,,,
Jeffrey Dahmer Files, The (2012),,,,,
Drowsiness (Sennosc) (2008),,,,,,
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),,,,,,
New York: A Documentary Film (1999),,,,,,
Dead Man and Being Happy, The (El muerto y ser feliz) (2012),,,,,
Players, The (Les infidèles) (2012),,,,,
Livid (Livide) (2011),,,,,,
Hangover Part III, The (2013),,,,,
Garbo the Spy (Garbo: El espía) (2009),,,,,,
Fast & Furious 6 (Fast and the Furious 6, The) (2013),,,,,
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),,,,,,
Night at the Crossroads (La nuit du carrefour) (1932),,,,,,
Past, The (Le passé) (2013),,,,,
After School Midnighters (Hôkago middonaitâzu) (2012),,,,,,
Life Back Then (Antoki no inochi) (2011),,,,,,
Devil's Carnival, The (2012),,,,,
Frances Ha (2012),,,,,,
Alive and Ticking (Ein Tick anders) (2011),,,,,,
Parade, The (Parada) (2011),,,,,
Hilton! (2013),,,,,,
Human Scale, The (2012),,,,,
Little Girl (La pivellina) (2009),,,,,,
Global Affair, A (1964),,,,,
Fairhaven (2012),,,,,,
Dangerous Place, A (2012),,,,,
Modify (2005) ,,,,,,
Special Forces (Forces spéciales) (2011),,,,,,
Walk with Love and Death, A (1969),,,,,
All In: The Poker Movie (2009),,,,,,
Ideal Husband, An (1947),,,,,
Any Wednesday (Bachelor Girl Apartment) (1966),,,,,,
Combat dans L'Ile, Le (Fire and Ice) (1962),,,,,
Era of Vampires, The (2003),,,,,
Somebody Up There Likes Me (2012),,,,,,
Color of Friendship, The (2000),,,,,
No and Me (No et moi) (2010),,,,,,
Kings of Summer, The (2013),,,,,
Reluctant Fundamentalist, The (2012),,,,,
Landet som icke är (1977),,,,,,
100 Years of Evil (2010),,,,,,
Speed: In Search of Lost Time (Speed - Auf der Suche nach der verlorenen Zeit) (2012),,,,,,
Après lui (2007),,,,,,
Witches, The (aka Devil's Own, The) (1966),,,,
Tetsuo III: The Bullet Man (2009),,,,,,
20 Feet from Stardom (Twenty Feet from Stardom) (2013),,,,,,
Bling Ring, The (2013),,,,,
Mugger, The (El asaltante) (2007),,,,,
6 Month Rule (Six Month Rule, The) (2011),,,,,
From the East (D'Est) (1993),,,,,,
Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979),,,,,,
Reason, Debate and a Story (Jukti, Takko Aar Gappo) (1974),,,,
Wedding Trough (Vase de noces) (1975),,,,,,
Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009),,,,,,
Days of Grace (Días de gracia) (2011) ,,,,,,
Place at the Table, A (2012),,,,,
Flea in Her Ear, A (1968),,,,,
Adam and Eve (National Lampoon's Adam & Eve) (2005),,,,,,
What Maisie Knew (2012),,,,,,
Dragon Hunter (2009),,,,,,
Shark Alarm at Müggelsee (Hai Alarm am Müggelsee) (2013),,,,,,
Purple Gang, The (1959),,,,,
Death of Maria Malibran, The (Der Tod der Maria Malibran) (1972),,,,,
Minamata: The Victims and Their World (Minamata: Kanja-san to sono sekai) (1971),,,,,,
Cigarettes and Coffee (Un cartus de kent si un pachet de cafea) (2004),,,,,,
Love Ghost (Shibito no koiwazura) (2001),,,,,,
Sound of Insects, The (2009),,,,,
Blutzbrüdaz (2013),,,,,,
Redemption (Hummingbird) (2013),,,,,,
May I Kill U? (2012),,,,,,
A Coming-Out Party (1961),,,,,,
Lone Ranger, The (2013),,,,,
Millionaire for Christy, A (Golden Goose) (No Room for the Groom) (1951),,,,,
Doctor and the Devils, The (1985),,,,,
Hong Kong Confidential (Amaya) (2010),,,,,,
Beach Boys: An American Family, The (2000),,,,,
Ah, Wilderness! (1935),,,,,
Woody Allen: A Documentary (2012),,,,,,
How to Make Money Selling Drugs (2013),,,,,,
Ice House, The (1997),,,,,
V/H/S/2 (2013),,,,,,
Along the Great Divide (Travelers, The) (1951),,,,,
Food Matters (2008),,,,,,
Charm School (Niñas mal) (2007),,,,,,
Shadow Riders, The (1982),,,,,
Inadequate People (Neadekvatnye lyudi) (2010),,,,,,
Thanks for Sharing (2012),,,,,,
What's in a Name (Prénom, Le) (2012),,,,,
Hijacking, A (Kapringen) (2012),,,,,
Big Star: Nothing Can Hurt Me (2012),,,,,,
Hamlet, Prince of Denmark (1980),,,,,
Cold Moon (Lune froide) (1991),,,,,,
Stuck in Love (2012),,,,,,
How to Live Forever (2009),,,,,,
Bhaag Milka Bhaag (2013),,,,,,
Terror Within, The (1989),,,,,
R.I.P.D. (2013),,,,,,
Client List, The (2010),,,,,
Love Is a Woman (Death Is a Woman) (1966),,,,,,
My Avatar and Me (Min Avatar og mig) (2010),,,,,,
Blood Beast Terror, The (1968),,,,,
Field in England, A (2013),,,,,
Warrior's Heart, A (2011),,,,,
Angel Named Billy, An (2007),,,,,
Bashu, the Little Stranger (Bashu, gharibeye koochak) (1990),,,,
Damned, The (Les Maudits) (1947),,,,,
Human Behavior Experiments, The (2006),,,,,
Devil's in the Details, The (2013),,,,,
Devil Dared Me To, The (2007),,,,,
Sky West and Crooked (Gypsy Girl) (1965),,,,,,
Make Believe (2010),,,,,,
Middle of the World, The (O Caminho das Nuvens) (2003),,,,,
90 Minutes (90 minutter) (2012),,,,,,
To Get to Heaven First You Have to Die (Bihisht faqat baroi murdagon) (2006),,,,,,
Out of Life (Hors la vie) (1991),,,,,,
Whisper of Sin (Nuodemes uzkalbejimas) (2007),,,,,,
Forest of the Gods (Dievu miskas) (2005),,,,,,
New World (Shin-sae-gye) (2013),,,,,,
Holidays by the Sea (Ni à vendre ni à louer) (2011),,,,,,
Revenge for Jolly! (2012),,,,,,
Consuming Kids: The Commercialization of Childhood (2008),,,,,,
Breath, The (Nefes: Vatan sagolsun) (2009),,,,,
Mighty Uke (2010),,,,,,
Hard Man, The (1957),,,,,
All Together, The (2007),,,,,
Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012),,,,,,
And Baby Makes Three (Baby Is Here) (1949),,,,,,
And So They Were Married (Bless Their Hearts) (1936),,,,,,
Last Days, The (Últimos días, Los) (2013),,,,
Great Beauty, The (Grande Bellezza, La) (2013),,,,
They Call Him Bulldozer (Lo chiamavano Bulldozer) (1978),,,,,,
Another Face (Two Faces) (1935),,,,,,
Phantom of the Megaplex (2000),,,,,,
Redhead from Wyoming, The (1953),,,,,
Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012),,,,,,
Alcan Highway (Alaska Highway) (2013),,,,,,
The Count of Monte Cristo (1998),,,,,,
Smurfs 2, The (2013),,,,,
Devil's Nightmare, The (Plus longue nuit du diable, La) (1971),,,,
Attack, The (1996),,,,,
Forsyte Saga, The (1967),,,,,
Brute, The (Bruto, El) (1953),,,,
Giant Claw, The (1957),,,,,
Kickboxer 3: The Art of War (Kickboxer III: The Art of War) (1992),,,,,,
Drug War (Du zhan) (2012),,,,,,
Cat and the Canary, The (1939),,,,,
Legend of Kaspar Hauser, The (Leggenda di Kaspar Hauser, La) (2012),,,,
Black Room, The (1935),,,,,
Wind Rises, The (Kaze tachinu) (2013),,,,,
Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009),,,,
Souper, Le (Supper, The) (1992),,,,
First Grader, The (2010),,,,,
Vassilisa the Beautiful (Vasilisa prekrasnaya) (1939),,,,,,
In a World... (2013),,,,,,
Museum Hours (2013),,,,,,
Cry in the Night, A (1956),,,,,
Source Family, The (2012),,,,,
Cold Prey II (Fritt Vilt II) (2008),,,,,,
Cold Prey III (Fritt Vilt III) (2010),,,,,,
Fill the Void (Lemale et ha'halal) (2012),,,,,,
Looking for Hortense (Cherchez Hortense) (2012) ,,,,,,
Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011),,,,
Marva Collins Story, The (1981),,,,,
Parisienne, La (Une parisienne) (1957),,,,,
Brothers O'Toole, The (1973),,,,,
Taipei Exchanges (Di 36 ge gu shi) (2010),,,,,,
Late Mathias Pascal, The (a.k.a. The Living Dead Man) (Feu Mathias Pascal) (1926),,,,,
Date with Judy, A (1948),,,,,
Royal Scandal, A (1945),,,,,
Ticklish Affair, A (1963),,,,,
Woman in The Septic Tank, The (Ang Babae sa septic tank) (2011),,,,,
Glass House, The (1972),,,,,
Confine (2013),,,,,,
Sparrows Dance (2012),,,,,,
Dieta mediterránea (2009),,,,,,
Crimson Permanent Assurance, The (1983),,,,,
Dolly and Her Lover (Räpsy ja Dolly eli Pariisi odottaa) (1990),,,,,,
So It Goes (Korsoteoria) (2012),,,,,,
Queen of Montreuil (2013),,,,,,
Act of Love (Acte d'amour, Un) (1953),,,,,
Seasoning House, The (2012),,,,,
Little Traitor, The (2007),,,,,
Chicago 8, The (2011),,,,,
Planet of the Future, The (2010),,,,,
Long Dark Hall, The (1951),,,,,
Life of Her Own, A (1950),,,,,
First Nudie Musical, The (1976),,,,,
Dracula (Dracula 3D) (2012),,,,,,
Kidnapping of the President, The (1980),,,,,
Suicide Shop, The (Le magasin des suicides) (2012) ,,,,,
Instructions Not Included (No se Aceptan Devoluciones) (2013),,,,,,
Conman (Du Xia 1999) (1998),,,,,,
Three Worlds (Trois mondes) (2012),,,,,,
Cockleshell Heroes, The (1955),,,,,
Story of Luke, The (2012),,,,,
Glass Web, The (1953),,,,,
Spin (You Are Here) (2007),,,,,,
Coward, The (Kapurush) (1965),,,,,
Sex of Angels, The (El sexo de los ángeles) (2012),,,,,
History of Future Folk, The (2012),,,,,
Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013),,,,,
Ultimate Life, The (2013),,,,,
Milky Way, The (1936),,,,,
Paradise: Faith (Paradies: Glaube) (2012),,,,,,
Story of Maths, The (2008),,,,,
Wet Parade, The (1932),,,,,
To Do List, The (2013),,,,,
Wedding Party, The (1969),,,,,
Unspeakable Act, The (2012),,,,,
Jitney Elopement, A (1915),,,,,
Cat's-Paw, The (1934),,,,,
Big Day, The (We Met on the Vineyard) (2001),,,,,
Notebook, The (A nagy füzet) (2013),,,,,
Karate-Robo Zaborgar (Denjin Zabôgâ) (2011),,,,,,
America the Beautiful (2007) ,,,,,,
Alps (Alpeis) (2011),,,,,,
Monster That Challenged the World, The (1957),,,,,
Bastards (Les salauds) (2013),,,,,,
Saint (Sint) (2010),,,,,,
Tender Hook, The (Boxer and the Bombshell, The) (2008),,,,
Mushrooming (Seenelkäik) (2012),,,,,,
Dance of Outlaws (Häätanssi) (2012),,,,,,
Mood Indigo (L'écume des jours) (2013),,,,,,
Century of the Self, The (2002),,,,,
Conquest (1983),,,,,,
Adventures of Kitty O'Day (Kitty O'Day Comes Through) (1945),,,,,,
Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion) (1948),,,,,
Ferocious (2012),,,,,,
Once Upon a Warrior (Anaganaga O Dheerudu) (2011),,,,,,
Public Eye, The (Follow Me!) (1972),,,,,
Miracle in Cell No. 7 (2013),,,,,,
Blue Is the Warmest Color (La vie d'Adèle) (2013),,,,,,
Something in the Air (Après Mai) (2012),,,,,,
I Declare War (2012),,,,,,
German Doctor, The (Wakolda) (2013),,,,,
Cadaver Christmas, A (2011),,,,,
Sword of Desperation (Hisshiken torisashi) (2010),,,,,,
Seyyit Khan: Bride of the Earth (Seyyit Han) (1968),,,,,,
Tale from the Past, A (Përralle Nga e Kaluara) (1987),,,,,
Eros (Men and Women) (Noite Vazia) (1964),,,,,,
Jessie James Meets Frankenstein's Daughter (1966),,,,,,
Microphone (2010),,,,,,
Nobody Else But You (Poupoupidou) (2011),,,,,,
Shiro Amakusa, the Christian Rebel (Amakusa Shiro tokisada) (1962),,,,,
Devil's Ground, The (2009),,,,,
Misérables, Les (1978),,,,,
Philosophers, The (After The Dark) (2013),,,,,
Wall, The (Die Wand) (2012),,,,,
Attila (Attila the Hun) (1954),,,,,,
Machete Kills (Machete 2) (2013),,,,,,
Game of Chance (Onnenpeli) (1965),,,,,,
Calling Dr. Death (1943),,,,,,
Frozen Ghost, The (1945),,,,,
Four Eyes and Six-Guns (1992),,,,,,
Parking (Ting che) (2008),,,,,,
Dances With the Dragons ( Yu long gong wu) (1991),,,,,,
Brazilian Western (Faroeste Caboclo) (2013),,,,,,
My Grandfather's People (Dedemin insanlari) (2011),,,,,,
Thief of Paris, The (Le voleur) (1967),,,,,
Legend of Lylah Clare, The (1968),,,,,
Fifth Estate, The (2013),,,,,
Place of One's Own, A (1945),,,,,
Superclásico (2011),,,,,,
Trip to Mars, A (1910),,,,,
Stranger in Town, A (1943),,,,,
Back in the Saddle (Back in the Saddle Again) (1941),,,,,,
Episode 3: Enjoy Poverty (2009),,,,,,
Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen) (2000),,,,,,
Godzilla vs. Megalon (Gojira tai Megaro) (1973),,,,,,
Double, The (2013),,,,,
Godzilla vs. SpaceGodzilla (Gojira VS Supesugojira) (1994),,,,,,
Deep Dark Canyon (Hunting Season) (2013),,,,,,
Trouble with the Truth, The (2011),,,,,
Right Kind of Wrong, The (2013),,,,,
Enemy Within, The (O ehthros mou) (2013),,,,,
Killing of America, The (1982),,,,,
White Dwarf, The (Valkoinen kääpiö) (1986),,,,,
August (Elokuu) (2011) ,,,,,,
History of Hell (Rosas Höllenfahrt) (2009),,,,,,
Day of the Crows, The (Le jour des corneilles) (2012),,,,,
Space Amoeba (Yog: Monster from Space) (1970),,,,,,
Spinning Plates (2012),,,,,,
Little Help, A (2010),,,,,
Blue Umbrella, The (2013),,,,,
Hello! How Are You? (Buna! Ce faci?) (2010),,,,,,
Return of Mod Squad, The (1979),,,,,
Thrill of Brazil, The (1946),,,,,
Last Days on Mars, The (2013),,,,,
Wind with the Gone (El viento se llevó lo qué) (1998),,,,,,
Conversations with My Gardener (Dialogue avec mon jardinier) (2007),,,,,,
Precision: The Measure of All Things (2013),,,,,,
Great Texas Dynamite Chase, The (1976),,,,,
Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.) (2003),,,,,,
Science and Islam (2009),,,,,,
Order and Disorder (2009),,,,,,
Masquerade (Gwanghai, Wangyidoen namja) (2012),,,,,
Story of Science, The (2010),,,,,
Selfish Giant, The (2013),,,,,
Changing Sides (De l'autre côté du lit) (2008),,,,,,
La discrète (1990),,,,,,
Touch of Sin, A (Tian zhu ding) (2013),,,,,
Patriots, The (Patriotes, Les) (1994),,,,
Free The Mind (2012),,,,,,
Pieta (2013),,,,,,
Root of All Evil? (2006),,,,,,
What If ... (2010),,,,,,
Free Radicals:  A History of Experimental Film (2012),,,,,,
Reformer and the Redhead, The (1950),,,,,
Somm (2012),,,,,,
Godzilla Against MechaGodzilla (Gojira tai Mekagojira) (2002),,,,,,
Latitude Zero (Ido zero daisakusen) (1969),,,,,,
Bailey's Billion$ (Bailey's Billions) (Bailey) (2005),,,,,,
Castle of the Living Dead (Castello Dei Morti Vivi, Il) (1964),,,,,
Sword and the Dragon, The (Ilya Muromets) (1956),,,,,
Day The Earth Froze, The (Sampo) (1959),,,,,
Hit! (1973),,,,,,
Things We Do For Love (Kaikella rakkaudella) (2013),,,,,,
So Young (Zhi wo men zhong jiang shi qu de qing chun) (2013),,,,,,
Different from You and Me (Anders als du und ich) (1957) ,,,,,,
Super Cops, The (1974),,,,,
Lords of Discipline, The (1983),,,,,
Stephen Tobolowsky's Birthday Party (2005),,,,,,
Wonderful Crook, The (Pas si méchant que ça) (1975),,,,,
Book Thief, The (2013),,,,,
Best Man Holiday, The (2013),,,,,
Tiger from Tjampa, The (Harimau Tjampa) (1953),,,,,
Curse of the Oily Man (Sumpah orang minyak) (1956) ,,,,,,
White Shadow, The (1924),,,,,
Scarlet Letter, The (Der scharlachrote Buchstabe) (1973),,,,,
Girl From Nowhere, The (2012),,,,,
Magic Voyage of Sindbad, The (Sadko) (1953),,,,,
Enemies of Reason, The (2007),,,,,
World War II: When Lions Roared (1994),,,,,,
Dyatlov Pass Incident, The (Devil's Pass) (2013),,,,,
Flight That Disappeared, The (1961),,,,,
Crystal Ball, The (1943),,,,,
Chocchan's Story (Chocchan monogatari) (1996),,,,,,
Happy Poet, The (2010),,,,,
Christmas Party, The (Joulubileet) (1996),,,,,
Z.P.G. (1972),,,,,,
Twice Born (Venuto al mondo) (2012),,,,,,
Story of Esther Costello, The (1957),,,,,
José and Pilar (José e Pilar) (2010),,,,,,
Mating of Millie, The (1948),,,,,
Ninja, A Band of Assassins (Shinobi No Mono) (1962),,,,,
Galaxy Invader, The (1985),,,,,
Stranger, The (Straniero, Lo) (1967),,,,
Circles (Krugovi) (2013),,,,,,
Shed No Tears (Känn ingen sorg) (2013),,,,,,
5up 2down (Getting High) (5 Up 2 Down) (2006),,,,,,
Love Life (Liebesleben) (2007),,,,,,
Shadows of a Hot Summer (Stíny horkého léta) (1978),,,,,,
7th Cavalry (Seventh Cavalry) (1956),,,,,,
Gamera: The Giant Monster (Daikaijû Gamera) (1965),,,,,,
Tale of Zatoichi Continues, The (Zoku Zatôichi monogatari) (Zatôichi 2) (1962),,,,,
Concrete Night (Betoniyö) (2013),,,,,,
My Piece of the Pie (Ma part du gâteau) (2011),,,,,,
True Heart (1997),,,,,,
Secret Life of Walter Mitty, The (2013),,,,,
RoboGeisha (Robo-geisha) (2009),,,,,,
War Between Men and Women, The (1972),,,,,
Alex & the Gypsy (1976),,,,,,
April Fools, The (1969),,,,,
Man You Had in Mind, The (2006),,,,,
Young & Beautiful (2013),,,,,,
Life and Adventures of Santa Claus, The (1985),,,,,
Carmina or Blow Up (Carmina o revienta) (2012),,,,,,
Malta G.C. (1942),,,,,,
Cousin Angelica (La prima Angélica) (1974),,,,,,
Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21) (1970),,,,,,
Challenger Disaster, The (2013),,,,,
Some Girl(s) (2013),,,,,,
Fourth Angel, The (2001),,,,,
Punk Singer, The (2013),,,,,
Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: Byûtifuru dorîmâ) (1984),,,,,,
I-See-You.Com (2006),,,,,,
Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5) (1963),,,,,,
Measuring the World (Die Vermessung der Welt) (2012),,,,,,
Three Stars (2010),,,,,,
Noose, The (Petla) (1958),,,,,
My Amityville Horror (2012),,,,,,
Armstrong Lie, The (2013),,,,,
Blood Relatives (Liens de sang, Les) (1978),,,,,
Adventure in Space and Time, An (2013),,,,,
Mountaintop Motel Massacre (1986) ,,,,,,
Last Winter (L'hiver dernier) (2011),,,,,,
Frozen Dead, The (1966),,,,,
Captive Women (1000 Years from Now) (3000 A.D.) (1952),,,,,,
Boy and the Pirates, The (1960),,,,,
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),,,,,,
Battle of amfAR, The (2013),,,,,
Blue Sunshine (1978),,,,,,
Adventures of Zatoichi (Zatôichi sekisho yaburi) (Zatôichi 9) (1964),,,,,,
Edmund Kean: Prince Among Lovers (Kean) (1924),,,,,,
Is the Man Who Is Tall Happy? (2013),,,,,,
The Nutcracker in 3D (2009),,,,,,
Gregoire Moulin vs. Humanity (Grégoire Moulin contre l'humanité) (2001),,,,,,
Curse of the Living Dead (a.k.a. Demoniacs, The) (Démoniaques, Les) (1974),,,,
Night of the Hunted, The (Nuit des traquées, La) (1980),,,,
Island at War (2004),,,,,,
Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11) (1965),,,,,,
Deep, The (Djúpið) (2012),,,,,
Lips of Blood (Lèvres de sang) (1975),,,,,,
Gentlemen Don't Eat Poets (Grotesque, The) (1995),,,,,
Last Ride, The (2012),,,,,
Perfect Man, A (2013),,,,,
Gurren Lagann: Childhood's End (Gekijô ban Tengen toppa guren ragan: Guren hen) (2008),,,,,,
Gurren Lagann: The Lights in the Sky are Stars (Gekijô ban Tengen toppa guren ragan: Ragan hen) (2009),,,,,,
Shiver of the Vampires, The (Frisson des vampires, Le) (1971),,,,
Sucker, The (Corniaud, Le) (1965),,,,
Zatoichi and the Chess Expert (Zatôichi Jigoku tabi) (Zatôichi 12) (1965),,,,,,
Zatoichi's Vengeance (Zatôichi no uta ga kikoeru) (Zatôichi 13) (1966),,,,,,
Zatoichi's Pilgrimage (Zatôichi umi o wataru) (Zatôichi 14) (1966),,,,,,
What If... (An...) (2012),,,,,,
Unbeatable (Ji zhan) (2013),,,,,,
Footprints on the Moon (Le orme) (Primal Impulse) (1975),,,,,,
Executioner, The (Massacre Mafia Style) (1978),,,,,
Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),,,,,,
Guest from the Future (Gostya iz buduschego) (1985),,,,,,
Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967),,,,,
Demons 2 (Dèmoni 2... l'incubo ritorna) (1986),,,,,,
Big Fix, The (1978),,,,,
Always (1985),,,,,,
Trinity: Gambling for High Stakes (Odds and Evens) (Pari e dispari) (1978),,,,,,
$ellebrity (Sellebrity) (2012),,,,,,
Macabre (Macabro) (1980),,,,,,
In the Fog (V tumane) (2012),,,,,,
Everything Happens to Me (a.k.a. Why Did You Pick on Me?) (Chissà perché... capitano tutte a me) (1980),,,,,,
Someone Like Him (Einer wie Bruno) (2011),,,,,,
Princess for Christmas, A (2011),,,,,
Fuck You, Goethe (Fack Ju Göhte) (2013),,,,,
Apnea (Apnoia) (2010),,,,,,
Open Up to Me (Kerron sinulle kaiken) (2013),,,,,,
Fly Away (Bis zum Horizont, dann links!) (2012),,,,,
2013 Rock and Roll Hall of Fame Induction Ceremony, The (2013),,,,,
Gorko! (2013),,,,,,
Carmen (1918),,,,,,
Dinner, The (Diner, Het) (2013),,,,
Lost Thing, The (2010),,,,,
Buddy Goes West (Occhio alla penna) (1981),,,,,,
Mio in the Land of Faraway (Mio min Mio) (1987),,,,,,
Zatoichi's Cane Sword (Zatôichi tekka tabi) (Zatôichi 15) (1967),,,,,,
Our Little Differences (Die feinen Unterschiede) (2012),,,,,,
Boy Eating the Bird's Food (To agori troei to fagito tou pouliou) (2012),,,,,,
Laughing Woman, The (Frightened Woman, The) (Femina ridens) (1969),,,,
Pretty Good for a Human (People Not as Bad as They Seem) (Aika hyvä ihmiseksi) (1977),,,,,,
Hijack That Went South, The (Kaappari) (2013),,,,,
Botany of Desire, The (2009),,,,,
South, The (Lomalla) (2000),,,,,
Nude for Satan (Nuda per Satana) (1974),,,,,,
White Fang (Zanna Bianca) (1973),,,,,,
A.C.O.D. (2013),,,,,,
Inn of Evil (Inochi bô ni furô) (1971),,,,,,
Gold (1934),,,,,,
Vegucated (2010),,,,,,
Scorching Winds (Garm Hava) (Garam Hawa) (1974),,,,,,
Cold Trail (Köld slóð) (2006),,,,,,
Glass-blower's Children, The (Glasblåsarns barn) (1998),,,,,
Restless Souls (Bag det stille ydre) (2005),,,,,,
Greenwich Village: Music That Defined a Generation (2012) ,,,,,,
Savage Is Loose, The (1974),,,,,
Stars (1959),,,,,,
Lost in Siberia (Ausgerechnet Sibirien) (2012),,,,,,
I Know That Voice (2013),,,,,,
Trader Games (Krach) (2010),,,,,,
Invisible Woman, The (2013),,,,,
Snitch Cartel, The (El cartel de los sapos) (2011),,,,,
Foosball (Metegol) (2013),,,,,,
Modern Boy (Modeon boi) (2008),,,,,,
Love and Sex under Nazi Occupation (Amour et sexe sous l'occupation) (2011) ,,,,,,
Gilded Lily, The (1935),,,,,
Bride Comes Home, The (1935),,,,,
Family Honeymoon (1949),,,,,,
We and the I, The (2012),,,,,
Flesh Merchant, The (Wild and Wicked, The) (1956),,,,
Me, Myself and Mum (Les garçons et Guillaume, à table!) (2013),,,,
Soldier's Plaything, A (1930),,,,,
Time for Killing, A (1967),,,,,
